task_id,controller,seed,success,total_cost,turns_used,intervention_count,final_drift,cnsr
task_000,NoControl,42,False,1.0000000000000004,50,0,0.4450111238538712,0.0
task_001,NoControl,55,False,1.0000000000000004,50,0,0.36355249775624665,0.0
task_002,NoControl,68,False,1.0000000000000004,50,0,0.575459073075097,0.0
task_003,NoControl,81,False,1.0000000000000004,50,0,0.4849985184188248,0.0
task_004,NoControl,94,False,1.0000000000000004,50,0,0.4847359233996704,0.0
task_005,NoControl,107,False,1.0000000000000004,50,0,0.4904125994053861,0.0
task_006,NoControl,120,False,1.0000000000000004,50,0,0.4282580516173567,0.0
task_007,NoControl,133,False,1.0000000000000004,50,0,0.5378966014195491,0.0
task_008,NoControl,146,False,1.0000000000000004,50,0,0.5468929309612902,0.0
task_009,NoControl,159,False,1.0000000000000004,50,0,0.457877601558514,0.0
task_010,NoControl,172,False,1.0000000000000004,50,0,0.4849818912578247,0.0
task_011,NoControl,185,False,1.0000000000000004,50,0,0.5462979179135686,0.0
task_012,NoControl,198,False,1.0000000000000004,50,0,0.39455304040792,0.0
task_013,NoControl,211,False,1.0000000000000004,50,0,0.4664344229558373,0.0
task_014,NoControl,224,False,1.0000000000000004,50,0,0.3882123675653018,0.0
task_015,NoControl,237,False,1.0000000000000004,50,0,0.4918544658459859,0.0
task_016,NoControl,250,False,1.0000000000000004,50,0,0.6042187270639752,0.0
task_017,NoControl,263,False,1.0000000000000004,50,0,0.49614786406504613,0.0
task_018,NoControl,276,False,1.0000000000000004,50,0,0.5279299555783817,0.0
task_019,NoControl,289,False,1.0000000000000004,50,0,0.4704768877801163,0.0
task_020,NoControl,302,False,1.0000000000000004,50,0,0.46609598301035926,0.0
task_021,NoControl,315,False,1.0000000000000004,50,0,0.5634848883489866,0.0
task_022,NoControl,328,False,1.0000000000000004,50,0,0.45383915611968073,0.0
task_023,NoControl,341,False,1.0000000000000004,50,0,0.5252223974693373,0.0
task_024,NoControl,354,False,1.0000000000000004,50,0,0.5335814027252187,0.0
task_025,NoControl,367,False,1.0000000000000004,50,0,0.5334969726442002,0.0
task_026,NoControl,380,False,1.0000000000000004,50,0,0.5060485331632127,0.0
task_027,NoControl,393,False,1.0000000000000004,50,0,0.5517562041773866,0.0
task_028,NoControl,406,False,1.0000000000000004,50,0,0.45015711095129846,0.0
task_029,NoControl,419,False,1.0000000000000004,50,0,0.4827952156680761,0.0
task_030,NoControl,432,False,1.0000000000000004,50,0,0.40501038716176774,0.0
task_031,NoControl,445,False,1.0000000000000004,50,0,0.5461130840886579,0.0
task_032,NoControl,458,False,1.0000000000000004,50,0,0.5292459814895976,0.0
task_033,NoControl,471,False,1.0000000000000004,50,0,0.5139708807227514,0.0
task_034,NoControl,484,False,1.0000000000000004,50,0,0.4953758589492503,0.0
task_035,NoControl,497,False,1.0000000000000004,50,0,0.42078173382116135,0.0
task_036,NoControl,510,False,1.0000000000000004,50,0,0.43243468813972363,0.0
task_037,NoControl,523,False,1.0000000000000004,50,0,0.4497470128942931,0.0
task_038,NoControl,536,False,1.0000000000000004,50,0,0.3535110171663238,0.0
task_039,NoControl,549,False,1.0000000000000004,50,0,0.4711169734672753,0.0
task_040,NoControl,562,False,1.0000000000000004,50,0,0.5867085005845173,0.0
task_041,NoControl,575,False,1.0000000000000004,50,0,0.5116449837778454,0.0
task_042,NoControl,588,False,1.0000000000000004,50,0,0.45711077997319277,0.0
task_043,NoControl,601,False,1.0000000000000004,50,0,0.5082941426359803,0.0
task_044,NoControl,614,False,1.0000000000000004,50,0,0.3987677466039756,0.0
task_045,NoControl,627,False,1.0000000000000004,50,0,0.5183855602640822,0.0
task_046,NoControl,640,False,1.0000000000000004,50,0,0.5039370450168985,0.0
task_047,NoControl,653,False,1.0000000000000004,50,0,0.46253727969560143,0.0
task_048,NoControl,666,False,1.0000000000000004,50,0,0.4488551348051915,0.0
task_049,NoControl,679,False,1.0000000000000004,50,0,0.48187603292151104,0.0
task_000,NoControl,1139,False,1.0000000000000004,50,0,0.5053476454602326,0.0
task_001,NoControl,1152,False,1.0000000000000004,50,0,0.4301012760315341,0.0
task_002,NoControl,1165,False,1.0000000000000004,50,0,0.3882207233635187,0.0
task_003,NoControl,1178,False,1.0000000000000004,50,0,0.4519309386389711,0.0
task_004,NoControl,1191,False,1.0000000000000004,50,0,0.5771623869095246,0.0
task_005,NoControl,1204,False,1.0000000000000004,50,0,0.4348862671175444,0.0
task_006,NoControl,1217,False,1.0000000000000004,50,0,0.5755841333301978,0.0
task_007,NoControl,1230,False,1.0000000000000004,50,0,0.5716705164479737,0.0
task_008,NoControl,1243,False,1.0000000000000004,50,0,0.48962734314788375,0.0
task_009,NoControl,1256,False,1.0000000000000004,50,0,0.469439208182124,0.0
task_010,NoControl,1269,False,1.0000000000000004,50,0,0.5723129014537008,0.0
task_011,NoControl,1282,False,1.0000000000000004,50,0,0.5009114596638934,0.0
task_012,NoControl,1295,False,1.0000000000000004,50,0,0.43793802688153227,0.0
task_013,NoControl,1308,False,1.0000000000000004,50,0,0.5548217531325991,0.0
task_014,NoControl,1321,False,1.0000000000000004,50,0,0.5292081247848476,0.0
task_015,NoControl,1334,False,1.0000000000000004,50,0,0.4451764231491514,0.0
task_016,NoControl,1347,False,1.0000000000000004,50,0,0.4604868207666516,0.0
task_017,NoControl,1360,False,1.0000000000000004,50,0,0.361538081896814,0.0
task_018,NoControl,1373,False,1.0000000000000004,50,0,0.5002988709931233,0.0
task_019,NoControl,1386,False,1.0000000000000004,50,0,0.41063524542110774,0.0
task_020,NoControl,1399,False,1.0000000000000004,50,0,0.5412873732857967,0.0
task_021,NoControl,1412,False,1.0000000000000004,50,0,0.4208889920165831,0.0
task_022,NoControl,1425,False,1.0000000000000004,50,0,0.4760569351612267,0.0
task_023,NoControl,1438,False,1.0000000000000004,50,0,0.4987072750818189,0.0
task_024,NoControl,1451,False,1.0000000000000004,50,0,0.3815615123571513,0.0
task_025,NoControl,1464,False,1.0000000000000004,50,0,0.6030389191831496,0.0
task_026,NoControl,1477,False,1.0000000000000004,50,0,0.4815084448984313,0.0
task_027,NoControl,1490,False,1.0000000000000004,50,0,0.5081207168709161,0.0
task_028,NoControl,1503,False,1.0000000000000004,50,0,0.43260773456710067,0.0
task_029,NoControl,1516,False,1.0000000000000004,50,0,0.42673717108568987,0.0
task_030,NoControl,1529,False,1.0000000000000004,50,0,0.4672641849721379,0.0
task_031,NoControl,1542,False,1.0000000000000004,50,0,0.41945344422566333,0.0
task_032,NoControl,1555,False,1.0000000000000004,50,0,0.46042982076544,0.0
task_033,NoControl,1568,False,1.0000000000000004,50,0,0.5658358857850901,0.0
task_034,NoControl,1581,False,1.0000000000000004,50,0,0.5081516097531027,0.0
task_035,NoControl,1594,False,1.0000000000000004,50,0,0.42784334316584877,0.0
task_036,NoControl,1607,False,1.0000000000000004,50,0,0.5158529966962879,0.0
task_037,NoControl,1620,False,1.0000000000000004,50,0,0.5408785700909243,0.0
task_038,NoControl,1633,False,1.0000000000000004,50,0,0.5241130828309213,0.0
task_039,NoControl,1646,False,1.0000000000000004,50,0,0.3805210788182917,0.0
task_040,NoControl,1659,False,1.0000000000000004,50,0,0.4709589558438278,0.0
task_041,NoControl,1672,False,1.0000000000000004,50,0,0.5437310213790926,0.0
task_042,NoControl,1685,True,1.0000000000000004,50,0,0.3421654147639942,0.9999999999999996
task_043,NoControl,1698,False,1.0000000000000004,50,0,0.3934944509080926,0.0
task_044,NoControl,1711,False,1.0000000000000004,50,0,0.40707769983111897,0.0
task_045,NoControl,1724,False,1.0000000000000004,50,0,0.4655548595437627,0.0
task_046,NoControl,1737,False,1.0000000000000004,50,0,0.5179566279867539,0.0
task_047,NoControl,1750,False,1.0000000000000004,50,0,0.4899287586873806,0.0
task_048,NoControl,1763,False,1.0000000000000004,50,0,0.42962487935944843,0.0
task_049,NoControl,1776,False,1.0000000000000004,50,0,0.5916011405423736,0.0
task_000,NoControl,2236,False,1.0000000000000004,50,0,0.47707796981717504,0.0
task_001,NoControl,2249,False,1.0000000000000004,50,0,0.47673400617093964,0.0
task_002,NoControl,2262,False,1.0000000000000004,50,0,0.5129988451930435,0.0
task_003,NoControl,2275,False,1.0000000000000004,50,0,0.5112105346145595,0.0
task_004,NoControl,2288,False,1.0000000000000004,50,0,0.37087724094553615,0.0
task_005,NoControl,2301,False,1.0000000000000004,50,0,0.5313046871426581,0.0
task_006,NoControl,2314,False,1.0000000000000004,50,0,0.4898839216016151,0.0
task_007,NoControl,2327,False,1.0000000000000004,50,0,0.4201096814648895,0.0
task_008,NoControl,2340,True,1.0000000000000004,50,0,0.34033600722704954,0.9999999999999996
task_009,NoControl,2353,False,1.0000000000000004,50,0,0.590749559017028,0.0
task_010,NoControl,2366,False,1.0000000000000004,50,0,0.5557629162554036,0.0
task_011,NoControl,2379,False,1.0000000000000004,50,0,0.5557741516763017,0.0
task_012,NoControl,2392,False,1.0000000000000004,50,0,0.38371501017096277,0.0
task_013,NoControl,2405,False,1.0000000000000004,50,0,0.5327939692213872,0.0
task_014,NoControl,2418,False,1.0000000000000004,50,0,0.48218093663447226,0.0
task_015,NoControl,2431,False,1.0000000000000004,50,0,0.4740805126492681,0.0
task_016,NoControl,2444,True,1.0000000000000004,50,0,0.34057827582892136,0.9999999999999996
task_017,NoControl,2457,False,1.0000000000000004,50,0,0.4843841115916318,0.0
task_018,NoControl,2470,False,1.0000000000000004,50,0,0.4581702160366476,0.0
task_019,NoControl,2483,False,1.0000000000000004,50,0,0.5298586654531405,0.0
task_020,NoControl,2496,False,1.0000000000000004,50,0,0.3744936589784801,0.0
task_021,NoControl,2509,False,1.0000000000000004,50,0,0.4989971775877396,0.0
task_022,NoControl,2522,False,1.0000000000000004,50,0,0.5760326760051812,0.0
task_023,NoControl,2535,False,1.0000000000000004,50,0,0.4715156892079219,0.0
task_024,NoControl,2548,False,1.0000000000000004,50,0,0.6786067911650162,0.0
task_025,NoControl,2561,False,1.0000000000000004,50,0,0.47545360525265457,0.0
task_026,NoControl,2574,False,1.0000000000000004,50,0,0.5803025908505266,0.0
task_027,NoControl,2587,False,1.0000000000000004,50,0,0.5606683576568522,0.0
task_028,NoControl,2600,False,1.0000000000000004,50,0,0.6770006614678807,0.0
task_029,NoControl,2613,False,1.0000000000000004,50,0,0.3989894008658994,0.0
task_030,NoControl,2626,False,1.0000000000000004,50,0,0.44292771780622286,0.0
task_031,NoControl,2639,False,1.0000000000000004,50,0,0.5742891848895874,0.0
task_032,NoControl,2652,False,1.0000000000000004,50,0,0.5145327747302606,0.0
task_033,NoControl,2665,False,1.0000000000000004,50,0,0.4794636600868491,0.0
task_034,NoControl,2678,False,1.0000000000000004,50,0,0.45548203767059436,0.0
task_035,NoControl,2691,False,1.0000000000000004,50,0,0.49432092842044917,0.0
task_036,NoControl,2704,False,1.0000000000000004,50,0,0.4115051115133899,0.0
task_037,NoControl,2717,False,1.0000000000000004,50,0,0.39457734331271777,0.0
task_038,NoControl,2730,False,1.0000000000000004,50,0,0.47093050653825386,0.0
task_039,NoControl,2743,False,1.0000000000000004,50,0,0.4803439573913623,0.0
task_040,NoControl,2756,False,1.0000000000000004,50,0,0.6460386619621592,0.0
task_041,NoControl,2769,False,1.0000000000000004,50,0,0.44713463336814324,0.0
task_042,NoControl,2782,False,1.0000000000000004,50,0,0.4669876379705099,0.0
task_043,NoControl,2795,False,1.0000000000000004,50,0,0.47706562289167215,0.0
task_044,NoControl,2808,False,1.0000000000000004,50,0,0.4226883799187406,0.0
task_045,NoControl,2821,False,1.0000000000000004,50,0,0.4949429956125603,0.0
task_046,NoControl,2834,False,1.0000000000000004,50,0,0.41422692447155196,0.0
task_047,NoControl,2847,False,1.0000000000000004,50,0,0.515930028841889,0.0
task_048,NoControl,2860,False,1.0000000000000004,50,0,0.4862562105192809,0.0
task_049,NoControl,2873,False,1.0000000000000004,50,0,0.4542670905979358,0.0
task_000,FixedSchedule,42,False,1.0500000000000005,50,5,0.35520540666491196,0.0
task_001,FixedSchedule,55,True,1.0500000000000005,50,5,0.29128365705709947,0.9523809523809519
task_002,FixedSchedule,68,False,1.0500000000000005,50,5,0.3963854351575655,0.0
task_003,FixedSchedule,81,False,1.0500000000000005,50,5,0.3758988613377138,0.0
task_004,FixedSchedule,94,False,1.0500000000000005,50,5,0.41241814209576244,0.0
task_005,FixedSchedule,107,False,1.0500000000000005,50,5,0.38413333325432514,0.0
task_006,FixedSchedule,120,True,1.0500000000000005,50,5,0.33064431212796397,0.9523809523809519
task_007,FixedSchedule,133,False,1.0500000000000005,50,5,0.4274907738335082,0.0
task_008,FixedSchedule,146,False,1.0500000000000005,50,5,0.44416318572114116,0.0
task_009,FixedSchedule,159,True,1.0500000000000005,50,5,0.31033237784896184,0.9523809523809519
task_010,FixedSchedule,172,False,1.0500000000000005,50,5,0.3798285253759937,0.0
task_011,FixedSchedule,185,False,1.0500000000000005,50,5,0.44893225476022924,0.0
task_012,FixedSchedule,198,True,1.0500000000000005,50,5,0.3073576970651405,0.9523809523809519
task_013,FixedSchedule,211,True,1.0500000000000005,50,5,0.3316018537576487,0.9523809523809519
task_014,FixedSchedule,224,True,1.0500000000000005,50,5,0.27869618731569235,0.9523809523809519
task_015,FixedSchedule,237,False,1.0500000000000005,50,5,0.3687634981460244,0.0
task_016,FixedSchedule,250,False,1.0500000000000005,50,5,0.4525676469693076,0.0
task_017,FixedSchedule,263,False,1.0500000000000005,50,5,0.38572938427495945,0.0
task_018,FixedSchedule,276,False,1.0500000000000005,50,5,0.4204939693204349,0.0
task_019,FixedSchedule,289,False,1.0500000000000005,50,5,0.373582788868334,0.0
task_020,FixedSchedule,302,True,1.0500000000000005,50,5,0.3398017414704791,0.9523809523809519
task_021,FixedSchedule,315,False,1.0500000000000005,50,5,0.4279361099543775,0.0
task_022,FixedSchedule,328,False,1.0500000000000005,50,5,0.35740446650700153,0.0
task_023,FixedSchedule,341,False,1.0500000000000005,50,5,0.3875444677048919,0.0
task_024,FixedSchedule,354,False,1.0500000000000005,50,5,0.4294303298577299,0.0
task_025,FixedSchedule,367,False,1.0500000000000005,50,5,0.44033723206033404,0.0
task_026,FixedSchedule,380,False,1.0500000000000005,50,5,0.3926492588105727,0.0
task_027,FixedSchedule,393,False,1.0500000000000005,50,5,0.46279440645909004,0.0
task_028,FixedSchedule,406,True,1.0500000000000005,50,5,0.34650872482505607,0.9523809523809519
task_029,FixedSchedule,419,False,1.0500000000000005,50,5,0.3719057841423569,0.0
task_030,FixedSchedule,432,True,1.0500000000000005,50,5,0.29668666008096134,0.9523809523809519
task_031,FixedSchedule,445,False,1.0500000000000005,50,5,0.394423542213221,0.0
task_032,FixedSchedule,458,False,1.0500000000000005,50,5,0.39918030265794513,0.0
task_033,FixedSchedule,471,False,1.0500000000000005,50,5,0.37629031882882813,0.0
task_034,FixedSchedule,484,False,1.0500000000000005,50,5,0.4103827191108768,0.0
task_035,FixedSchedule,497,True,1.0500000000000005,50,5,0.30130424101257547,0.9523809523809519
task_036,FixedSchedule,510,True,1.0500000000000005,50,5,0.3331399220866962,0.9523809523809519
task_037,FixedSchedule,523,False,1.0500000000000005,50,5,0.3511429396064952,0.0
task_038,FixedSchedule,536,True,1.0500000000000005,50,5,0.2675566209627266,0.9523809523809519
task_039,FixedSchedule,549,True,1.0500000000000005,50,5,0.3351132210076245,0.9523809523809519
task_040,FixedSchedule,562,False,1.0500000000000005,50,5,0.39871640144771126,0.0
task_041,FixedSchedule,575,False,1.0500000000000005,50,5,0.40551745400586087,0.0
task_042,FixedSchedule,588,False,1.0500000000000005,50,5,0.3838852955624594,0.0
task_043,FixedSchedule,601,False,1.0500000000000005,50,5,0.43348485538025455,0.0
task_044,FixedSchedule,614,True,1.0500000000000005,50,5,0.3089609239242642,0.9523809523809519
task_045,FixedSchedule,627,False,1.0500000000000005,50,5,0.41440234217712024,0.0
task_046,FixedSchedule,640,False,1.0500000000000005,50,5,0.3892621171503371,0.0
task_047,FixedSchedule,653,False,1.0500000000000005,50,5,0.3557674467513535,0.0
task_048,FixedSchedule,666,False,1.0500000000000005,50,5,0.35862920842756096,0.0
task_049,FixedSchedule,679,True,1.0500000000000005,50,5,0.33555475724421624,0.9523809523809519
task_000,FixedSchedule,1139,True,1.0500000000000005,50,5,0.3413718611677867,0.9523809523809519
task_001,FixedSchedule,1152,True,1.0500000000000005,50,5,0.3331733182030596,0.9523809523809519
task_002,FixedSchedule,1165,True,1.0500000000000005,50,5,0.27025124889039037,0.9523809523809519
task_003,FixedSchedule,1178,True,1.0500000000000005,50,5,0.31828585435922596,0.9523809523809519
task_004,FixedSchedule,1191,False,1.0500000000000005,50,5,0.4620452287722253,0.0
task_005,FixedSchedule,1204,True,1.0500000000000005,50,5,0.33259644319123977,0.9523809523809519
task_006,FixedSchedule,1217,False,1.0500000000000005,50,5,0.41996098788945996,0.0
task_007,FixedSchedule,1230,False,1.0500000000000005,50,5,0.433086800575985,0.0
task_008,FixedSchedule,1243,False,1.0500000000000005,50,5,0.356572548439389,0.0
task_009,FixedSchedule,1256,True,1.0500000000000005,50,5,0.3161627834652456,0.9523809523809519
task_010,FixedSchedule,1269,False,1.0500000000000005,50,5,0.45447468647340883,0.0
task_011,FixedSchedule,1282,False,1.0500000000000005,50,5,0.36081103771108664,0.0
task_012,FixedSchedule,1295,True,1.0500000000000005,50,5,0.32056682709613815,0.9523809523809519
task_013,FixedSchedule,1308,False,1.0500000000000005,50,5,0.42037465090106596,0.0
task_014,FixedSchedule,1321,False,1.0500000000000005,50,5,0.3597824547814283,0.0
task_015,FixedSchedule,1334,True,1.0500000000000005,50,5,0.3229468315490638,0.9523809523809519
task_016,FixedSchedule,1347,False,1.0500000000000005,50,5,0.3547342764957654,0.0
task_017,FixedSchedule,1360,True,1.0500000000000005,50,5,0.2998561228752078,0.9523809523809519
task_018,FixedSchedule,1373,False,1.0500000000000005,50,5,0.3734058634084404,0.0
task_019,FixedSchedule,1386,True,1.0500000000000005,50,5,0.283270980717837,0.9523809523809519
task_020,FixedSchedule,1399,False,1.0500000000000005,50,5,0.41977943534645157,0.0
task_021,FixedSchedule,1412,True,1.0500000000000005,50,5,0.26748879200752235,0.9523809523809519
task_022,FixedSchedule,1425,False,1.0500000000000005,50,5,0.3763093911806148,0.0
task_023,FixedSchedule,1438,False,1.0500000000000005,50,5,0.4088838214534285,0.0
task_024,FixedSchedule,1451,True,1.0500000000000005,50,5,0.26775043834770007,0.9523809523809519
task_025,FixedSchedule,1464,False,1.0500000000000005,50,5,0.4261875604248909,0.0
task_026,FixedSchedule,1477,False,1.0500000000000005,50,5,0.38554088060233416,0.0
task_027,FixedSchedule,1490,False,1.0500000000000005,50,5,0.43242229276987815,0.0
task_028,FixedSchedule,1503,True,1.0500000000000005,50,5,0.30300882439315846,0.9523809523809519
task_029,FixedSchedule,1516,True,1.0500000000000005,50,5,0.32117129304558817,0.9523809523809519
task_030,FixedSchedule,1529,False,1.0500000000000005,50,5,0.3550354829393644,0.0
task_031,FixedSchedule,1542,True,1.0500000000000005,50,5,0.2926371247583366,0.9523809523809519
task_032,FixedSchedule,1555,True,1.0500000000000005,50,5,0.3498669566235036,0.9523809523809519
task_033,FixedSchedule,1568,False,1.0500000000000005,50,5,0.43697265866328555,0.0
task_034,FixedSchedule,1581,False,1.0500000000000005,50,5,0.42958534191002967,0.0
task_035,FixedSchedule,1594,False,1.0500000000000005,50,5,0.3571065941764669,0.0
task_036,FixedSchedule,1607,False,1.0500000000000005,50,5,0.35032612983847566,0.0
task_037,FixedSchedule,1620,False,1.0500000000000005,50,5,0.3807294852392362,0.0
task_038,FixedSchedule,1633,False,1.0500000000000005,50,5,0.40899802799070584,0.0
task_039,FixedSchedule,1646,True,1.0500000000000005,50,5,0.2817309415572389,0.9523809523809519
task_040,FixedSchedule,1659,False,1.0500000000000005,50,5,0.38404483081189955,0.0
task_041,FixedSchedule,1672,False,1.0500000000000005,50,5,0.3863282719941531,0.0
task_042,FixedSchedule,1685,True,1.0500000000000005,50,5,0.2879690225025695,0.9523809523809519
task_043,FixedSchedule,1698,True,1.0500000000000005,50,5,0.3336084361927298,0.9523809523809519
task_044,FixedSchedule,1711,True,1.0500000000000005,50,5,0.317028957277874,0.9523809523809519
task_045,FixedSchedule,1724,True,1.0500000000000005,50,5,0.3344289089726756,0.9523809523809519
task_046,FixedSchedule,1737,False,1.0500000000000005,50,5,0.36553525424249916,0.0
task_047,FixedSchedule,1750,False,1.0500000000000005,50,5,0.39391087962220506,0.0
task_048,FixedSchedule,1763,True,1.0500000000000005,50,5,0.3381539221158784,0.9523809523809519
task_049,FixedSchedule,1776,False,1.0500000000000005,50,5,0.4486530485054081,0.0
task_000,FixedSchedule,2236,True,1.0500000000000005,50,5,0.3440940397105275,0.9523809523809519
task_001,FixedSchedule,2249,False,1.0500000000000005,50,5,0.36112770880735967,0.0
task_002,FixedSchedule,2262,False,1.0500000000000005,50,5,0.3894089910140762,0.0
task_003,FixedSchedule,2275,True,1.0500000000000005,50,5,0.331066984473713,0.9523809523809519
task_004,FixedSchedule,2288,True,1.0500000000000005,50,5,0.25715136425501145,0.9523809523809519
task_005,FixedSchedule,2301,False,1.0500000000000005,50,5,0.41509522111842484,0.0
task_006,FixedSchedule,2314,False,1.0500000000000005,50,5,0.357534933265979,0.0
task_007,FixedSchedule,2327,True,1.0500000000000005,50,5,0.2952643204388408,0.9523809523809519
task_008,FixedSchedule,2340,True,1.0500000000000005,50,5,0.2692996541462637,0.9523809523809519
task_009,FixedSchedule,2353,False,1.0500000000000005,50,5,0.48848049331021004,0.0
task_010,FixedSchedule,2366,False,1.0500000000000005,50,5,0.4702297794733134,0.0
task_011,FixedSchedule,2379,False,1.0500000000000005,50,5,0.4341766772029342,0.0
task_012,FixedSchedule,2392,True,1.0500000000000005,50,5,0.2806401916216069,0.9523809523809519
task_013,FixedSchedule,2405,False,1.0500000000000005,50,5,0.40379461817298934,0.0
task_014,FixedSchedule,2418,False,1.0500000000000005,50,5,0.3672413142681864,0.0
task_015,FixedSchedule,2431,False,1.0500000000000005,50,5,0.3570012091070147,0.0
task_016,FixedSchedule,2444,True,1.0500000000000005,50,5,0.27025003476627446,0.9523809523809519
task_017,FixedSchedule,2457,False,1.0500000000000005,50,5,0.3860030653260261,0.0
task_018,FixedSchedule,2470,True,1.0500000000000005,50,5,0.3384530996346763,0.9523809523809519
task_019,FixedSchedule,2483,False,1.0500000000000005,50,5,0.4403300811858276,0.0
task_020,FixedSchedule,2496,True,1.0500000000000005,50,5,0.2898959573852836,0.9523809523809519
task_021,FixedSchedule,2509,False,1.0500000000000005,50,5,0.3810186584264551,0.0
task_022,FixedSchedule,2522,False,1.0500000000000005,50,5,0.405206796237022,0.0
task_023,FixedSchedule,2535,False,1.0500000000000005,50,5,0.35589522580537014,0.0
task_024,FixedSchedule,2548,False,1.0500000000000005,50,5,0.5476707922166811,0.0
task_025,FixedSchedule,2561,True,1.0500000000000005,50,5,0.3420847609154839,0.9523809523809519
task_026,FixedSchedule,2574,False,1.0500000000000005,50,5,0.47049038266085874,0.0
task_027,FixedSchedule,2587,False,1.0500000000000005,50,5,0.45713587756602736,0.0
task_028,FixedSchedule,2600,False,1.0500000000000005,50,5,0.5535111252006573,0.0
task_029,FixedSchedule,2613,True,1.0500000000000005,50,5,0.27263341018781034,0.9523809523809519
task_030,FixedSchedule,2626,True,1.0500000000000005,50,5,0.3014918134920225,0.9523809523809519
task_031,FixedSchedule,2639,False,1.0500000000000005,50,5,0.42962123247677114,0.0
task_032,FixedSchedule,2652,False,1.0500000000000005,50,5,0.3926130338146462,0.0
task_033,FixedSchedule,2665,False,1.0500000000000005,50,5,0.37748866987447516,0.0
task_034,FixedSchedule,2678,False,1.0500000000000005,50,5,0.36490814445215325,0.0
task_035,FixedSchedule,2691,False,1.0500000000000005,50,5,0.3875599816569226,0.0
task_036,FixedSchedule,2704,True,1.0500000000000005,50,5,0.3232703577775785,0.9523809523809519
task_037,FixedSchedule,2717,True,1.0500000000000005,50,5,0.2662171229233809,0.9523809523809519
task_038,FixedSchedule,2730,True,1.0500000000000005,50,5,0.33114556664546274,0.9523809523809519
task_039,FixedSchedule,2743,False,1.0500000000000005,50,5,0.4071918821090743,0.0
task_040,FixedSchedule,2756,False,1.0500000000000005,50,5,0.4914204182359482,0.0
task_041,FixedSchedule,2769,True,1.0500000000000005,50,5,0.3285001296380813,0.9523809523809519
task_042,FixedSchedule,2782,False,1.0500000000000005,50,5,0.38831319634185407,0.0
task_043,FixedSchedule,2795,False,1.0500000000000005,50,5,0.3736854357832049,0.0
task_044,FixedSchedule,2808,True,1.0500000000000005,50,5,0.3301669153093567,0.9523809523809519
task_045,FixedSchedule,2821,False,1.0500000000000005,50,5,0.3841958316780249,0.0
task_046,FixedSchedule,2834,True,1.0500000000000005,50,5,0.2674401940629717,0.9523809523809519
task_047,FixedSchedule,2847,False,1.0500000000000005,50,5,0.3874569993045962,0.0
task_048,FixedSchedule,2860,False,1.0500000000000005,50,5,0.40478430775068625,0.0
task_049,FixedSchedule,2873,False,1.0500000000000005,50,5,0.37049264007716365,0.0
task_000,ThresholdController,42,True,1.4000000000000006,50,10,0.09349362497432523,0.714285714285714
task_001,ThresholdController,55,True,1.5500000000000007,50,10,0.2451300666018924,0.6451612903225803
task_002,ThresholdController,68,True,1.2500000000000007,50,10,0.11424433387089661,0.7999999999999996
task_003,ThresholdController,81,True,1.5000000000000007,50,10,0.21715736144768583,0.6666666666666664
task_004,ThresholdController,94,True,1.2000000000000006,50,10,0.25449694371025533,0.8333333333333329
task_005,ThresholdController,107,False,1.5000000000000007,50,10,0.3684482239820276,0.0
task_006,ThresholdController,120,True,1.3800000000000008,50,8,0.0792037389676753,0.7246376811594198
task_007,ThresholdController,133,True,1.5500000000000005,50,10,0.34637286447392557,0.6451612903225804
task_008,ThresholdController,146,False,1.5500000000000005,50,10,0.4204035767195926,0.0
task_009,ThresholdController,159,True,1.4500000000000004,50,10,0.27238486915570986,0.6896551724137929
task_010,ThresholdController,172,True,1.4500000000000006,50,10,0.31756783780777254,0.6896551724137928
task_011,ThresholdController,185,True,1.2900000000000005,50,9,0.1931173978640503,0.7751937984496121
task_012,ThresholdController,198,True,1.4500000000000006,50,10,0.06308305688937121,0.6896551724137928
task_013,ThresholdController,211,True,1.3500000000000005,50,10,0.1510750790242149,0.7407407407407405
task_014,ThresholdController,224,True,1.4500000000000006,50,10,0.19458705881826133,0.6896551724137928
task_015,ThresholdController,237,True,1.4500000000000006,50,10,0.21558299107318513,0.6896551724137928
task_016,ThresholdController,250,True,1.2900000000000005,50,9,0.13667101586928054,0.7751937984496121
task_017,ThresholdController,263,True,1.4000000000000006,50,10,0.18980210074251508,0.714285714285714
task_018,ThresholdController,276,True,1.4000000000000006,50,10,0.259580594455694,0.714285714285714
task_019,ThresholdController,289,True,1.2300000000000004,50,8,0.16003369755605978,0.8130081300813006
task_020,ThresholdController,302,True,1.3800000000000006,50,8,0.09607813666836479,0.72463768115942
task_021,ThresholdController,315,False,1.4000000000000006,50,10,0.39797387034116943,0.0
task_022,ThresholdController,328,True,1.4000000000000008,50,10,0.24560138937360032,0.7142857142857139
task_023,ThresholdController,341,True,1.3500000000000005,50,10,0.33411313608460336,0.7407407407407405
task_024,ThresholdController,354,False,1.4500000000000004,50,10,0.43104330004332303,0.0
task_025,ThresholdController,367,True,1.4500000000000006,50,10,0.33310980169244037,0.6896551724137928
task_026,ThresholdController,380,True,1.5000000000000007,50,10,0.10177589220422623,0.6666666666666664
